id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_18075,VIOC,VRYX,2025/5/4 14:05,2025/5/4 15:40,319,Aft_10114,96
Flt_18078,VWTX,JFEE,2025/5/4 19:25,2025/5/4 21:55,320,Aft_10043,144
Flt_18082,YTYE,VIOC,2025/5/4 3:40,2025/5/4 8:25,321,Aft_10161,266
Flt_18085,VIOC,KKTS,2025/5/4 14:40,2025/5/4 17:40,321,Aft_10118,190
Flt_18087,VIOC,IKRZ,2025/5/4 20:55,2025/5/4 23:20,320,Aft_10149,126
Flt_18088,XFJN,VIOC,2025/5/4 8:50,2025/5/4 12:25,321,Aft_10106,213
Flt_18090,KKTS,VIOC,2025/5/4 19:05,2025/5/4 22:10,321,Aft_10118,174
Flt_18091,GVTG,VIOC,2025/5/4 1:00,2025/5/4 5:10,320,Aft_10004,239
Flt_18092,VIOC,XFJN,2025/5/4 19:35,2025/5/4 23:20,321,Aft_10030,213
Flt_18093,YTYE,VIOC,2025/5/4 17:00,2025/5/4 21:40,321,Aft_10130,271
Flt_18094,XEWN,VIOC,2025/5/4 14:00,2025/5/4 16:55,319,Aft_10111,166
Flt_18096,VIOC,YTYE,2025/5/4 10:35,2025/5/4 15:25,321,Aft_10130,299
Flt_18097,VIOC,KKTS,2025/5/4 21:55,2025/5/5 1:15,321,Aft_10129,196
Flt_18098,VIOC,XEWN,2025/5/4 9:35,2025/5/4 13:00,319,Aft_10111,221
Flt_18100,WPNH,VIOC,2025/5/4 20:05,2025/5/4 23:50,321,Aft_10012,223
Flt_18101,IKRZ,VIOC,2025/5/4 10:00,2025/5/4 12:15,320,Aft_10094,122
Flt_18104,VIOC,WPNH,2025/5/4 15:05,2025/5/4 19:00,321,Aft_10012,228
Flt_18106,VWSF,CVBE,2025/5/4 22:20,2025/5/5 1:10,320,Aft_10058,176
Flt_18107,RRES,EZMT,2025/5/4 15:00,2025/5/4 17:55,321,Aft_10047,169
Flt_18108,VWTX,MXYE,2025/5/4 6:30,2025/5/4 8:50,320,Aft_10041,134
Flt_18109,MXYE,VWTX,2025/5/4 9:55,2025/5/4 12:15,320,Aft_10041,156
Flt_18110,CVBE,VWSF,2025/5/4 18:30,2025/5/4 21:15,320,Aft_10060,156
Flt_18111,KKTS,RRES,2025/5/4 20:55,2025/5/5 0:10,320,Aft_10093,191
Flt_18112,RRES,KKTS,2025/5/4 16:30,2025/5/4 19:55,320,Aft_10093,201
Flt_18113,SLPJ,TDZI,2025/5/4 22:50,2025/5/5 3:25,320,Aft_10005,281
Flt_18114,XQWL,CVBE,2025/5/4 14:50,2025/5/4 16:55,320,Aft_10060,107
Flt_18116,OKBG,RTHW,2025/5/4 11:35,2025/5/4 13:10,320,Aft_10018,88
Flt_18117,MELK,XQWL,2025/5/4 12:05,2025/5/4 13:50,320,Aft_10060,109
Flt_18119,RTHW,OKBG,2025/5/4 8:55,2025/5/4 10:35,320,Aft_10018,91
Flt_18121,XQWL,MELK,2025/5/4 9:35,2025/5/4 11:20,320,Aft_10060,100
Flt_18122,XFJN,SLPJ,2025/5/4 14:55,2025/5/4 17:25,320,Aft_10024,138
Flt_18123,CVBE,XQWL,2025/5/4 7:00,2025/5/4 8:35,320,Aft_10060,100
Flt_18124,SLPJ,XFJN,2025/5/4 11:30,2025/5/4 13:55,320,Aft_10024,146
Flt_18125,HVTC,VGQZ,2025/5/4 18:40,2025/5/4 21:55,321,Aft_10104,204
Flt_18126,EZMT,RRES,2025/5/4 19:05,2025/5/4 22:20,321,Aft_10047,198
Flt_18127,VGQZ,HVTC,2025/5/4 14:40,2025/5/4 17:50,321,Aft_10104,165
Flt_18128,VWTX,AICJ,2025/5/4 10:55,2025/5/4 13:55,320,Aft_10043,165
Flt_18129,TATC,VWTX,2025/5/4 21:30,2025/5/4 23:30,320,Aft_10057,117
Flt_18130,VWTX,TATC,2025/5/4 18:15,2025/5/4 19:45,320,Aft_10057,108
Flt_18131,VRYX,BTTC,2025/5/4 19:15,2025/5/4 21:55,319,Aft_10134,153
Flt_18132,WUZI,VRYX,2025/5/4 16:25,2025/5/4 18:25,319,Aft_10134,118
Flt_18133,EVBG,VWTX,2025/5/4 21:15,2025/5/4 22:20,320,Aft_10041,59
Flt_18134,GDHI,EVBG,2025/5/4 17:55,2025/5/4 20:30,320,Aft_10041,157
Flt_18135,EVBG,GDHI,2025/5/4 14:35,2025/5/4 16:50,320,Aft_10041,135
Flt_18136,BTTC,CVBE,2025/5/4 7:15,2025/5/4 10:45,320,Aft_10008,213
Flt_18137,VRYX,WUZI,2025/5/4 13:10,2025/5/4 15:40,319,Aft_10134,135
Flt_18138,CVBE,BTTC,2025/5/4 17:55,2025/5/4 21:40,320,Aft_10008,221
Flt_18139,AXWS,CVBE,2025/5/4 14:45,2025/5/4 17:10,320,Aft_10008,144
Flt_18140,BTTC,VRYX,2025/5/4 10:05,2025/5/4 12:25,319,Aft_10134,146
Flt_18141,VWTX,EVBG,2025/5/4 13:00,2025/5/4 13:50,320,Aft_10041,53
Flt_18142,CVBE,AXWS,2025/5/4 11:30,2025/5/4 14:00,320,Aft_10008,136
Flt_18143,EVBG,BTTC,2025/5/4 18:30,2025/5/4 22:20,320,Aft_10122,228
Flt_18144,SLPJ,EVBG,2025/5/4 16:05,2025/5/4 17:45,320,Aft_10122,96
Flt_18145,AICJ,VWTX,2025/5/4 15:10,2025/5/4 18:30,320,Aft_10043,196
Flt_18146,EVBG,SLPJ,2025/5/4 13:25,2025/5/4 14:55,320,Aft_10122,87
Flt_18147,BTTC,EVBG,2025/5/4 9:10,2025/5/4 12:40,320,Aft_10122,211
Flt_18148,GDHI,TPWY,2025/5/4 11:55,2025/5/4 14:40,321,Aft_10147,156
Flt_18149,KYFK,TPWY,2025/5/4 18:30,2025/5/4 21:40,320,Aft_10142,191
Flt_18150,DQUC,STEC,2025/5/4 6:40,2025/5/4 10:05,321,Aft_10136,216
Flt_18151,SLPJ,KYFK,2025/5/4 15:25,2025/5/4 17:20,320,Aft_10142,112
Flt_18152,TPWY,GDHI,2025/5/4 7:55,2025/5/4 10:50,321,Aft_10147,173
Flt_18153,AICJ,DQUC,2025/5/4 19:45,2025/5/4 21:55,321,Aft_10136,132
Flt_18154,KYFK,SLPJ,2025/5/4 12:20,2025/5/4 14:20,320,Aft_10142,118
Flt_18155,DQUC,AICJ,2025/5/4 16:45,2025/5/4 18:45,321,Aft_10136,121
Flt_18156,ILSH,NDUJ,2025/5/4 15:50,2025/5/4 18:55,320,Aft_10138,172
Flt_18157,TPWY,KYFK,2025/5/4 8:05,2025/5/4 11:20,320,Aft_10142,195
Flt_18158,TATC,TPWY,2025/5/4 19:55,2025/5/4 22:45,320,Aft_10143,184
Flt_18159,NDUJ,ILSH,2025/5/4 11:05,2025/5/4 14:15,320,Aft_10138,192
Flt_18160,KQCH,TATC,2025/5/4 16:00,2025/5/4 18:25,320,Aft_10143,155
Flt_18161,TPWY,NDUJ,2025/5/4 6:50,2025/5/4 9:55,320,Aft_10138,181
Flt_18162,TATC,KQCH,2025/5/4 12:45,2025/5/4 15:15,320,Aft_10143,146
Flt_18163,DHUW,TPWY,2025/5/4 16:15,2025/5/4 18:30,320,Aft_10135,155
Flt_18164,TEEO,DHUW,2025/5/4 13:40,2025/5/4 15:20,320,Aft_10135,97
Flt_18165,TPWY,TATC,2025/5/4 8:10,2025/5/4 11:35,320,Aft_10143,215
Flt_18166,DHUW,TEEO,2025/5/4 10:45,2025/5/4 12:50,320,Aft_10135,110
Flt_18167,TPWY,DHUW,2025/5/4 7:10,2025/5/4 9:55,320,Aft_10135,163
Flt_18168,NDUJ,TPWY,2025/5/4 20:10,2025/5/4 22:40,320,Aft_10138,164
Flt_18169,STEC,DQUC,2025/5/4 11:20,2025/5/4 14:55,321,Aft_10136,220
Flt_18170,GTCZ,TATC,2025/5/4 15:15,2025/5/4 16:40,319,Aft_10071,89
Flt_18171,WUZI,GTCZ,2025/5/4 12:25,2025/5/4 14:30,319,Aft_10071,120
Flt_18172,JZAO,TATC,2025/5/4 22:10,2025/5/5 0:05,319,Aft_10071,127
Flt_18173,GTCZ,WUZI,2025/5/4 9:20,2025/5/4 11:30,319,Aft_10071,141
Flt_18174,TPWY,RARM,2025/5/4 9:10,2025/5/4 11:00,320,Aft_10015,116
Flt_18175,VYPF,TPWY,2025/5/4 18:25,2025/5/4 21:50,320,Aft_10139,204
Flt_18176,TATC,JZAO,2025/5/4 18:40,2025/5/4 20:50,319,Aft_10071,115
Flt_18177,TATC,GTCZ,2025/5/4 7:10,2025/5/4 8:35,319,Aft_10071,97
Flt_18178,STEC,VYPF,2025/5/4 15:15,2025/5/4 17:35,320,Aft_10139,132
Flt_18179,KCUC,TATC,2025/5/4 9:55,2025/5/4 12:30,319,Aft_10133,152
Flt_18180,VYPF,STEC,2025/5/4 11:40,2025/5/4 14:10,320,Aft_10139,148
Flt_18181,TATC,KCUC,2025/5/4 6:35,2025/5/4 9:10,319,Aft_10133,167
Flt_18182,RERF,TATC,2025/5/4 9:40,2025/5/4 11:45,320,Aft_10144,136
Flt_18183,TPWY,VYPF,2025/5/4 7:15,2025/5/4 10:40,320,Aft_10139,207
Flt_18184,RERF,TPWY,2025/5/4 19:15,2025/5/4 21:15,320,Aft_10154,118
Flt_18185,MTLP,TPWY,2025/5/4 10:50,2025/5/4 13:55,320,Aft_10154,179
Flt_18186,TPWY,RERF,2025/5/4 16:15,2025/5/4 18:20,320,Aft_10154,112
Flt_18187,TPWY,MTLP,2025/5/4 6:45,2025/5/4 9:45,320,Aft_10154,175
Flt_18188,TYHI,TPWY,2025/5/4 18:10,2025/5/4 20:40,320,Aft_10126,150
Flt_18189,RTHW,TYHI,2025/5/4 14:30,2025/5/4 17:20,320,Aft_10126,153
Flt_18190,VYPF,TPWY,2025/5/4 20:10,2025/5/4 23:25,320,Aft_10140,208
Flt_18191,MWQR,VYPF,2025/5/4 16:40,2025/5/4 19:10,320,Aft_10140,128
Flt_18192,CVBE,TATC,2025/5/4 15:35,2025/5/4 17:00,320,Aft_10128,97
Flt_18193,RTWL,CVBE,2025/5/4 12:40,2025/5/4 14:50,320,Aft_10128,134
Flt_18194,TYHI,RTHW,2025/5/4 10:05,2025/5/4 13:05,320,Aft_10126,182
Flt_18195,VYPF,MWQR,2025/5/4 13:20,2025/5/4 15:40,320,Aft_10140,147
Flt_18196,CVBE,RTWL,2025/5/4 9:35,2025/5/4 11:40,320,Aft_10128,133
Flt_18197,TPWY,TYHI,2025/5/4 6:40,2025/5/4 9:15,320,Aft_10126,153
Flt_18198,TPWY,VYPF,2025/5/4 9:05,2025/5/4 12:30,320,Aft_10140,212
Flt_18199,TATC,CVBE,2025/5/4 7:20,2025/5/4 8:50,320,Aft_10128,104
Flt_18200,RARM,TPWY,2025/5/4 11:50,2025/5/4 13:50,320,Aft_10015,106
Flt_18201,TATC,VSZH,2025/5/4 6:05,2025/5/4 10:55,320,Aft_10002,274
Flt_18202,XVFW,RTWL,2025/5/4 18:40,2025/5/4 22:25,321,Aft_10010,214
Flt_18203,WGAC,XVFW,2025/5/4 15:40,2025/5/4 17:45,321,Aft_10010,125
Flt_18204,TATC,WUZI,2025/5/4 13:30,2025/5/4 16:45,319,Aft_10133,192
Flt_18205,RTHW,RTWL,2025/5/4 19:15,2025/5/4 21:15,321,Aft_10061,114
Flt_18206,EVBG,TATC,2025/5/4 20:50,2025/5/4 22:35,320,Aft_10144,94
Flt_18207,RTWL,RTHW,2025/5/4 15:40,2025/5/4 18:00,321,Aft_10061,128
Flt_18208,MXYE,TATC,2025/5/4 10:50,2025/5/4 13:25,320,Aft_10141,166
Flt_18209,ILSH,EVBG,2025/5/4 17:55,2025/5/4 19:40,320,Aft_10144,94
Flt_18210,EVBG,ILSH,2025/5/4 15:20,2025/5/4 17:05,320,Aft_10144,97
Flt_18211,TATC,MXYE,2025/5/4 7:05,2025/5/4 9:45,320,Aft_10141,159
Flt_18212,MTLP,TATC,2025/5/4 20:55,2025/5/4 23:30,320,Aft_10002,152
Flt_18213,TATC,EVBG,2025/5/4 12:55,2025/5/4 14:35,320,Aft_10144,92
Flt_18214,XVFW,TPWY,2025/5/4 16:25,2025/5/4 18:30,321,Aft_10003,136
Flt_18215,TATC,XVFW,2025/5/4 13:50,2025/5/4 15:35,321,Aft_10003,98
Flt_18216,TATC,RERF,2025/5/4 6:35,2025/5/4 8:35,320,Aft_10144,119
Flt_18217,VGQZ,TATC,2025/5/4 23:15,2025/5/5 0:40,320,Aft_10141,82
Flt_18218,DHUW,RTWL,2025/5/4 19:15,2025/5/4 22:40,321,Aft_10148,202
Flt_18219,UICV,DHUW,2025/5/4 16:15,2025/5/4 18:25,321,Aft_10148,123
Flt_18220,TATC,VGQZ,2025/5/4 14:35,2025/5/4 16:05,320,Aft_10141,82
Flt_18221,TATC,MTLP,2025/5/4 17:20,2025/5/4 19:50,320,Aft_10002,132
Flt_18222,XVFW,TATC,2025/5/4 10:25,2025/5/4 12:15,321,Aft_10003,112
Flt_18223,TPWY,XVFW,2025/5/4 6:55,2025/5/4 9:25,321,Aft_10003,137
Flt_18224,WUZI,TATC,2025/5/4 17:55,2025/5/4 20:40,319,Aft_10133,162
Flt_18225,DHUW,UICV,2025/5/4 13:20,2025/5/4 15:15,321,Aft_10148,114
Flt_18226,RTWL,DHUW,2025/5/4 9:10,2025/5/4 12:30,321,Aft_10148,195
Flt_18227,VSZH,TATC,2025/5/4 11:40,2025/5/4 15:45,320,Aft_10002,248
Flt_18228,BTTC,RRES,2025/5/4 18:20,2025/5/4 22:00,320,Aft_10011,217
Flt_18229,RRES,BTTC,2025/5/4 13:00,2025/5/4 17:10,320,Aft_10011,241
Flt_18230,RRES,ENDP,2025/5/4 20:15,2025/5/4 22:25,319,Aft_10070,130
Flt_18231,WUZI,RRES,2025/5/4 16:15,2025/5/4 18:40,319,Aft_10070,144
Flt_18232,RRES,WUZI,2025/5/4 10:45,2025/5/4 13:45,319,Aft_10070,167
Flt_18233,RTWL,RRES,2025/5/4 9:25,2025/5/4 11:50,320,Aft_10011,140
Flt_18234,ENDP,RRES,2025/5/4 7:05,2025/5/4 9:45,319,Aft_10070,160
Flt_18235,NCJG,RTWL,2025/5/4 19:05,2025/5/4 21:40,320,Aft_10146,149
Flt_18236,VRYX,NCJG,2025/5/4 16:40,2025/5/4 18:05,320,Aft_10146,80
Flt_18237,TEEO,ENDP,2025/5/4 16:05,2025/5/4 18:55,320,Aft_10014,171
Flt_18238,SHZB,TEEO,2025/5/4 13:30,2025/5/4 15:15,320,Aft_10014,97
Flt_18239,TEEO,SHZB,2025/5/4 10:40,2025/5/4 12:30,320,Aft_10014,98
Flt_18240,PKYJ,ZORR,2025/5/4 12:40,2025/5/4 15:15,320,Aft_10062,153
Flt_18241,ENDP,TEEO,2025/5/4 6:45,2025/5/4 9:40,320,Aft_10014,190
Flt_18242,XVFW,WGAC,2025/5/4 12:25,2025/5/4 14:30,321,Aft_10010,120
Flt_18243,RTWL,XVFW,2025/5/4 7:35,2025/5/4 11:15,321,Aft_10010,203
Flt_18244,ZORR,RTWL,2025/5/4 16:00,2025/5/4 17:35,320,Aft_10062,94
Flt_18245,NCJG,VRYX,2025/5/4 14:10,2025/5/4 15:45,320,Aft_10146,84
Flt_18246,RTWL,NCJG,2025/5/4 10:25,2025/5/4 13:10,320,Aft_10146,162
Flt_18247,ZORR,PKYJ,2025/5/4 9:25,2025/5/4 11:50,320,Aft_10062,149
Flt_18248,RTWL,ZORR,2025/5/4 7:05,2025/5/4 8:40,320,Aft_10062,91
Flt_18249,RRES,RTWL,2025/5/4 23:20,2025/5/5 1:40,320,Aft_10011,132
Flt_18250,VWSF,OWFY,2025/5/4 7:40,2025/5/4 9:40,320,Aft_10039,114
Flt_18251,CVBE,ILSH,2025/5/4 11:05,2025/5/4 12:25,320,Aft_10009,91
Flt_18252,VWSF,BTTC,2025/5/4 20:50,2025/5/5 1:05,321,Aft_10075,254
Flt_18253,MXYE,ENDP,2025/5/4 11:35,2025/5/4 13:35,321,Aft_10023,121
Flt_18254,ENDP,CVBE,2025/5/4 7:55,2025/5/4 10:20,320,Aft_10009,176
Flt_18255,ENDP,MXYE,2025/5/4 8:20,2025/5/4 10:30,321,Aft_10023,136
Flt_18256,BTTC,VWSF,2025/5/4 16:00,2025/5/4 19:45,321,Aft_10075,220
Flt_18257,JFEE,ENDP,2025/5/4 23:00,2025/5/5 0:50,320,Aft_10009,112
Flt_18258,RVYB,ENDP,2025/5/4 21:10,2025/5/4 23:50,320,Aft_10155,144
Flt_18259,ENDP,JFEE,2025/5/4 18:55,2025/5/4 21:25,320,Aft_10009,139
Flt_18260,ENDP,RVYB,2025/5/4 17:40,2025/5/4 20:25,320,Aft_10155,180
Flt_18261,RTHW,ENDP,2025/5/4 13:15,2025/5/4 16:15,320,Aft_10155,161
Flt_18262,OWFY,VWSF,2025/5/4 16:55,2025/5/4 18:55,320,Aft_10039,111
Flt_18263,ENDP,RTHW,2025/5/4 8:45,2025/5/4 11:45,320,Aft_10155,192
Flt_18264,RTHW,OWFY,2025/5/4 13:55,2025/5/4 16:10,320,Aft_10039,136
Flt_18265,CVBE,ENDP,2025/5/4 15:10,2025/5/4 17:40,320,Aft_10009,148
Flt_18266,TPWY,ENDP,2025/5/4 20:15,2025/5/4 23:35,321,Aft_10147,193
Flt_18267,ILSH,CVBE,2025/5/4 13:10,2025/5/4 14:25,320,Aft_10009,90
Flt_18268,OWFY,RTHW,2025/5/4 10:25,2025/5/4 12:45,320,Aft_10039,133
Flt_18269,ENDP,TPWY,2025/5/4 20:05,2025/5/4 22:55,320,Aft_10014,191
Flt_18270,JFEE,VWTX,2025/5/4 7:00,2025/5/4 9:20,320,Aft_10043,141
Flt_18271,CVBE,JFEE,2025/5/4 19:50,2025/5/4 22:15,321,Aft_10068,127
Flt_18272,JFEE,CVBE,2025/5/4 17:00,2025/5/4 19:05,321,Aft_10068,123
Flt_18273,VGQZ,GDHI,2025/5/4 16:50,2025/5/4 18:30,320,Aft_10141,88
Flt_18274,WUZI,NCJG,2025/5/4 13:00,2025/5/4 15:05,319,Aft_10074,123
Flt_18275,NCJG,WUZI,2025/5/4 16:00,2025/5/4 18:55,319,Aft_10074,150
Flt_18276,GDHI,VGQZ,2025/5/4 19:35,2025/5/4 21:35,320,Aft_10141,103
Flt_18277,MLUQ,RTHW,2025/5/5 16:45,2025/5/5 18:25,320,Aft_10025,98
Flt_18278,RTHW,MLUQ,2025/5/5 14:15,2025/5/5 15:45,320,Aft_10025,101
Flt_18279,RRES,RTHW,2025/5/5 1:30,2025/5/5 2:50,320,Aft_10025,73
Flt_18282,MELK,VIOC,2025/5/5 20:30,2025/5/5 23:15,320,Aft_10092,165
Flt_18283,VIOC,MELK,2025/5/5 17:10,2025/5/5 19:45,320,Aft_10092,138
Flt_18284,APXN,VIOC,2025/5/5 10:25,2025/5/5 11:50,320,Aft_10024,91
Flt_18285,ENDP,APXN,2025/5/5 8:05,2025/5/5 9:40,320,Aft_10024,112
Flt_18286,AVSX,VIOC,2025/5/5 17:15,2025/5/5 20:15,319,Aft_10124,172
Flt_18287,APXN,ENDP,2025/5/5 20:20,2025/5/5 22:05,321,Aft_10012,103
Flt_18288,VIOC,APXN,2025/5/5 18:00,2025/5/5 19:35,321,Aft_10012,83
Flt_18289,VIOC,AVSX,2025/5/5 13:30,2025/5/5 16:15,319,Aft_10124,151
Flt_18290,UDGM,VIOC,2025/5/5 12:05,2025/5/5 14:25,320,Aft_10107,143
Flt_18291,VIOC,UDGM,2025/5/5 8:50,2025/5/5 11:10,320,Aft_10107,132
Flt_18292,EJGL,VIOC,2025/5/5 20:10,2025/5/5 22:15,319,Aft_10072,118
Flt_18293,VIOC,EJGL,2025/5/5 17:10,2025/5/5 19:10,319,Aft_10072,115
Flt_18294,VIOC,LCDP,2025/5/5 13:05,2025/5/5 17:25,320,Aft_10110,256
Flt_18295,LCDP,VIOC,2025/5/5 18:10,2025/5/5 22:20,320,Aft_10110,233
Flt_18298,EVBG,AICJ,2025/5/5 11:20,2025/5/5 13:55,320,Aft_10021,151
Flt_18299,RTWL,EVBG,2025/5/5 8:10,2025/5/5 10:35,320,Aft_10021,136
Flt_18300,RTWL,FDOQ,2025/5/5 8:15,2025/5/5 11:05,321,Aft_10061,174
Flt_18301,FDOQ,RTWL,2025/5/5 11:50,2025/5/5 14:40,321,Aft_10061,190
Flt_18302,EVBG,RTWL,2025/5/5 18:35,2025/5/5 20:50,320,Aft_10021,127
Flt_18303,AICJ,EVBG,2025/5/5 15:05,2025/5/5 17:50,320,Aft_10021,180
Flt_18304,NCJG,BTTC,2025/5/5 11:15,2025/5/5 14:40,320,Aft_10156,212
Flt_18305,ENDP,NCJG,2025/5/5 7:40,2025/5/5 10:30,320,Aft_10156,170
Flt_18306,NCJG,ENDP,2025/5/5 20:40,2025/5/5 23:30,320,Aft_10156,145
Flt_18307,BTTC,NCJG,2025/5/5 16:15,2025/5/5 19:30,320,Aft_10156,190
Flt_18308,HXHL,SLPJ,2025/5/5 20:05,2025/5/5 21:50,320,Aft_10005,120
Flt_18309,DQUC,HXHL,2025/5/5 17:00,2025/5/5 19:00,320,Aft_10005,124
Flt_18311,HXHL,DQUC,2025/5/5 13:50,2025/5/5 16:00,320,Aft_10005,131
Flt_18312,SLPJ,HXHL,2025/5/5 11:10,2025/5/5 13:00,320,Aft_10005,109
Flt_18313,GDHI,RTHW,2025/5/5 22:20,2025/5/6 1:15,320,Aft_10083,170
Flt_18314,RTHW,GDHI,2025/5/5 18:35,2025/5/5 21:10,320,Aft_10083,152
Flt_18315,FDOQ,RTHW,2025/5/5 13:10,2025/5/5 16:05,320,Aft_10018,177
Flt_18316,RTHW,FDOQ,2025/5/5 9:05,2025/5/5 12:00,320,Aft_10018,160
Flt_18317,XVFW,RTHW,2025/5/5 14:00,2025/5/5 17:00,320,Aft_10052,184
Flt_18318,RTHW,XVFW,2025/5/5 9:50,2025/5/5 13:10,320,Aft_10052,173
Flt_18319,PMXY,RTHW,2025/5/5 20:45,2025/5/5 23:15,320,Aft_10160,145
Flt_18320,WGAC,PMXY,2025/5/5 16:55,2025/5/5 19:55,320,Aft_10160,163
Flt_18321,PMXY,WGAC,2025/5/5 13:15,2025/5/5 16:00,320,Aft_10160,157
Flt_18322,RTHW,PMXY,2025/5/5 9:40,2025/5/5 12:25,320,Aft_10160,150
Flt_18323,AICJ,RTHW,2025/5/5 11:30,2025/5/5 14:35,320,Aft_10076,184
Flt_18324,RTHW,AICJ,2025/5/5 7:50,2025/5/5 10:40,320,Aft_10076,162
Flt_18325,EVBG,ENDP,2025/5/5 18:35,2025/5/5 21:20,321,Aft_10051,147
Flt_18326,ENDP,EVBG,2025/5/5 15:00,2025/5/5 17:50,321,Aft_10051,175
Flt_18327,SLPJ,ENDP,2025/5/5 19:35,2025/5/5 22:05,320,Aft_10009,141
Flt_18328,ENDP,SLPJ,2025/5/5 7:05,2025/5/5 9:55,320,Aft_10009,161
Flt_18329,XVFW,TPWY,2025/5/5 18:55,2025/5/5 21:20,320,Aft_10135,132
Flt_18330,TPWY,XVFW,2025/5/5 15:50,2025/5/5 18:05,320,Aft_10135,140
Flt_18331,VYPF,RRES,2025/5/5 10:25,2025/5/5 12:45,320,Aft_10089,152
Flt_18332,RRES,VYPF,2025/5/5 6:55,2025/5/5 9:35,320,Aft_10089,136
Flt_18333,VYPF,VIOC,2025/5/5 16:30,2025/5/5 19:05,319,Aft_10073,173
Flt_18334,VIOC,VYPF,2025/5/5 12:45,2025/5/5 15:35,319,Aft_10073,158
Flt_18335,VWTX,VIOC,2025/5/5 23:55,2025/5/6 1:00,319,Aft_10069,53
Flt_18336,VIOC,VWTX,2025/5/5 21:50,2025/5/5 23:05,319,Aft_10069,66
Flt_18337,RTHW,MXYE,2025/5/5 21:40,2025/5/5 23:40,320,Aft_10029,120
Flt_18342,VIOC,GVTG,2025/5/5 19:40,2025/5/6 0:05,320,Aft_10060,251
Flt_18343,VIOC,YTYE,2025/5/5 21:35,2025/5/6 2:40,321,Aft_10113,287
Flt_18344,YTYE,VIOC,2025/5/5 3:40,2025/5/5 8:25,320,Aft_10004,266
Flt_18345,VIOC,GDHI,2025/5/5 11:30,2025/5/5 13:50,321,Aft_10055,135
Flt_18348,ZWFQ,SLPJ,2025/5/5 6:45,2025/5/5 10:00,321,Aft_10158,197
Flt_18349,GDHI,VIOC,2025/5/5 11:50,2025/5/5 14:25,321,Aft_10066,159
Flt_18350,SLPJ,ZWFQ,2025/5/5 2:10,2025/5/5 5:15,321,Aft_10158,239
Flt_18351,VIOC,GDHI,2025/5/5 8:15,2025/5/5 10:35,321,Aft_10066,137
Flt_18353,STGW,VIOC,2025/5/5 20:50,2025/5/5 23:40,321,Aft_10019,166
Flt_18357,GDHI,VIOC,2025/5/5 18:50,2025/5/5 21:30,320,Aft_10020,156
Flt_18358,VIOC,GDHI,2025/5/5 15:00,2025/5/5 17:35,320,Aft_10020,137
Flt_18361,DIUP,SLPJ,2025/5/5 16:50,2025/5/5 19:15,321,Aft_10034,130
Flt_18362,GDHI,VIOC,2025/5/5 14:50,2025/5/5 17:25,321,Aft_10055,159
Flt_18363,SLPJ,DIUP,2025/5/5 13:00,2025/5/5 15:20,321,Aft_10034,136
Flt_18364,VIOC,STGW,2025/5/5 6:40,2025/5/5 9:25,321,Aft_10046,144
Flt_18365,MTLP,VIOC,2025/5/5 11:55,2025/5/5 14:55,320,Aft_10153,199
Flt_18366,AHZP,VIOC,2025/5/5 17:20,2025/5/5 19:35,321,Aft_10038,144
Flt_18367,AICJ,VIOC,2025/5/5 17:55,2025/5/5 20:45,321,Aft_10053,184
Flt_18368,FDOQ,VIOC,2025/5/5 22:20,2025/5/6 1:00,321,Aft_10046,158
Flt_18369,VIOC,MTLP,2025/5/5 8:00,2025/5/5 10:45,320,Aft_10153,158
Flt_18370,STGW,VIOC,2025/5/5 18:20,2025/5/5 21:10,321,Aft_10046,168
Flt_18371,VIOC,AICJ,2025/5/5 14:15,2025/5/5 17:05,321,Aft_10053,156
Flt_18372,VIOC,FDOQ,2025/5/5 19:15,2025/5/5 21:35,321,Aft_10046,137
Flt_18373,MTLP,VIOC,2025/5/5 10:05,2025/5/5 13:15,320,Aft_10020,197
Flt_18374,XVFW,VIOC,2025/5/5 8:35,2025/5/5 11:15,321,Aft_10031,152
Flt_18375,VIOC,MTLP,2025/5/5 6:00,2025/5/5 8:45,320,Aft_10020,155
Flt_18376,VIOC,XVFW,2025/5/5 20:40,2025/5/5 22:45,321,Aft_10038,131
Flt_18378,MTLP,VIOC,2025/5/5 19:20,2025/5/5 22:25,321,Aft_10013,195
Flt_18379,VIOC,STGW,2025/5/5 17:20,2025/5/5 19:45,321,Aft_10019,141
Flt_18380,MTLP,RRES,2025/5/5 18:55,2025/5/5 22:00,321,Aft_10050,169
Flt_18381,XVFW,VIOC,2025/5/5 16:40,2025/5/5 19:05,320,Aft_10001,152
Flt_18382,VIOC,STGW,2025/5/5 14:45,2025/5/5 17:15,321,Aft_10046,140
Flt_18383,VIOC,MTLP,2025/5/5 15:15,2025/5/5 18:05,321,Aft_10013,156
Flt_18384,RRES,MTLP,2025/5/5 15:00,2025/5/5 17:35,321,Aft_10050,140
Flt_18385,VIOC,XVFW,2025/5/5 13:35,2025/5/5 15:50,320,Aft_10001,133
Flt_18386,MTLP,VIOC,2025/5/5 13:10,2025/5/5 16:25,321,Aft_10033,197
Flt_18388,MTLP,RRES,2025/5/5 11:05,2025/5/5 13:50,321,Aft_10063,171
Flt_18389,XVFW,VIOC,2025/5/5 11:40,2025/5/5 14:10,321,Aft_10019,157
