id,flightNo,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_101831,OM8507,NLLA,UFCB,2025/6/1 15:55,2025/6/1 18:35,738,Aft_10051,141
Flt_101832,OM8508,UFCB,NLLA,2025/6/1 19:35,2025/6/1 21:55,738,Aft_10051,140
Flt_101833,OM8160,ZJCG,DOMU,2025/5/29 21:45,2025/5/30 0:25,737GY,Aft_10006,148
Flt_101834,OM8481,OETZ,VGVC,2025/6/1 16:20,2025/6/1 19:35,7M8,Aft_10089,200
Flt_101835,OM8565,NLLA,DYUE,2025/5/29 15:55,2025/5/29 18:40,738,Aft_10062,151
Flt_101836,OM8189,HZPW,VOXP,2025/5/29 7:40,2025/5/29 9:30,738,Aft_10041,86
Flt_101837,OM8472,KKME,EYWR,2025/6/1 11:20,2025/6/1 13:40,738,Aft_10101,126
Flt_101838,OM8058,OKJK,HZPW,2025/5/29 16:20,2025/5/29 18:45,738,Aft_10084,135
Flt_101839,OM8229,OETZ,MCWT,2025/5/29 11:10,2025/5/29 15:55,738,Aft_10101,267
Flt_101840,OM8577,AAHN,GLHV,2025/5/29 8:10,2025/5/29 9:50,738,Aft_10111,90
Flt_101841,OM8116,NLLA,HZPW,2025/6/1 11:55,2025/6/1 15:00,738,Aft_10062,161
Flt_101842,OM856,NYOP,HZPW,2025/6/1 8:05,2025/6/1 13:50,738,Aft_10016,330
Flt_101843,OM8251,SFRI,FGIR,2025/6/1 11:15,2025/6/1 13:10,7M8,Aft_10108,127
Flt_101844,OM8487,HZPW,KKME,2025/6/1 17:10,2025/6/1 19:50,738,Aft_10045,168
Flt_101845,OM837,DOMU,NYOP,2025/5/29 18:20,2025/5/29 23:30,7M8,Aft_10117,318
Flt_101846,OM8407,DOMU,VGVC,2025/5/29 7:15,2025/5/29 9:40,738,Aft_10028,143
Flt_101847,OM8454,KKME,NLLA,2025/6/1 15:45,2025/6/1 18:10,7M8,Aft_10086,142
Flt_101848,OM8090,XCHB,HUYM,2025/5/29 8:35,2025/5/29 9:55,738,Aft_10018,84
Flt_101849,OM880,SJQD,HZPW,2025/5/29 11:25,2025/5/29 13:00,738,Aft_10105,97
Flt_101850,OM8039,XCCH,WKDC,2025/6/1 19:35,2025/6/1 22:30,738,Aft_10087,171
Flt_101851,OM8168,LFOL,OXSQ,2025/6/1 18:40,2025/6/1 21:20,738,Aft_10074,154
Flt_101852,OM8383,EYWR,VWIM,2025/6/1 6:50,2025/6/1 9:15,738,Aft_10026,137
Flt_101853,OM8255,EYWR,FGIR,2025/6/1 16:00,2025/6/1 18:55,7M8,Aft_10120,198
Flt_101854,OM8625,OXSQ,YITW,2025/6/1 16:05,2025/6/1 18:00,738,Aft_10048,115
Flt_101855,OM8787,AAHN,OXSQ,2025/5/29 7:05,2025/5/29 8:50,738,Aft_10104,102
Flt_101856,OM8788,QGSX,OXSQ,2025/5/29 12:35,2025/5/29 14:30,738,Aft_10104,101
Flt_101857,OM8788,OXSQ,AAHN,2025/5/29 15:30,2025/5/29 17:05,738,Aft_10104,86
Flt_101858,OM8720,NVMB,EYWR,2025/6/1 18:20,2025/6/1 20:30,738,Aft_10026,132
Flt_101859,OM8604,LLZL,HIUP,2025/5/29 12:50,2025/5/29 14:55,738,Aft_10030,128
Flt_101860,OM881,DOMU,OIQN,2025/5/29 17:00,2025/5/29 18:45,738,Aft_10131,86
Flt_101861,OM8573,DOMU,UFCB,2025/5/30 17:50,2025/5/30 19:00,738,Aft_10028,56
Flt_101862,OM8670,VDBQ,KKME,2025/5/30 12:50,2025/5/30 16:30,738,Aft_10128,186
Flt_101863,OM8804,TUJZ,OXSQ,2025/5/30 10:10,2025/5/30 12:15,738,Aft_10037,120
Flt_101864,OM8591,DOMU,EYWR,2025/5/30 8:50,2025/5/30 10:25,738,Aft_10057,92
Flt_101865,OM8705,DOMU,KROP,2025/5/30 14:20,2025/5/30 18:30,738,Aft_10080,257
Flt_101866,OM847,DOMU,MCVK,2025/5/30 8:55,2025/5/30 13:40,7M8,Aft_10117,270
Flt_101867,OM848,MCVK,DOMU,2025/5/30 14:40,2025/5/30 18:55,7M8,Aft_10117,260
Flt_101868,OM8213,DOMU,SFRI,2025/5/30 9:05,2025/5/30 11:25,738,Aft_10114,142
Flt_101869,OM8214,SFRI,DOMU,2025/5/30 12:25,2025/5/30 14:45,738,Aft_10114,138
Flt_101870,OM8596,EYWR,DOMU,2025/5/30 18:50,2025/5/30 20:30,738,Aft_10070,100
Flt_101871,OM8771,EYWR,IAYH,2025/5/30 15:40,2025/5/30 18:15,738,Aft_10042,164
Flt_101872,OM8036,VOXP,OXSQ,2025/5/30 22:40,2025/5/31 0:25,738,Aft_10102,99
Flt_101873,OM8159,DOMU,ZJCG,2025/5/30 13:15,2025/5/30 16:00,738,Aft_10060,161
Flt_101874,OM8160,ZJCG,DOMU,2025/5/30 21:45,2025/5/31 0:25,738,Aft_10060,148
Flt_101875,OM8091,OXSQ,HUYM,2025/5/30 7:35,2025/5/30 9:35,738,Aft_10004,101
Flt_101876,OM8190,ZJCG,VOXP,2025/5/30 13:25,2025/5/30 15:20,738,Aft_10122,100
Flt_101877,OM8313,OETZ,PNNF,2025/5/30 7:40,2025/5/30 10:50,7M8,Aft_10077,204
Flt_101878,OM856,NYOP,HZPW,2025/5/30 8:05,2025/5/30 14:00,738,Aft_10084,330
Flt_101879,OM8104,NLLA,DOMU,2025/5/30 7:45,2025/5/30 10:25,738,Aft_10028,166
Flt_101880,OM8410,XLHA,AAHN,2025/5/30 20:55,2025/5/30 23:35,738,Aft_10106,141
Flt_101881,OM8775,HZPW,UXVH,2025/5/30 10:55,2025/5/30 13:30,738,Aft_10097,153
Flt_101882,OM8363,AAHN,XLOC,2025/5/30 7:00,2025/5/30 9:15,7M8,Aft_10011,136
Flt_101883,OM898,MCVK,HZPW,2025/5/31 17:00,2025/5/31 21:45,738,Aft_10112,273
Flt_101884,OM8235,HZPW,OXSQ,2025/5/31 18:50,2025/5/31 20:30,738,Aft_10010,105
Flt_101885,OM8819,DOMU,DSQK,2025/5/31 17:05,2025/5/31 18:55,738,Aft_10125,101
Flt_101886,OM855,HZPW,NYOP,2025/5/31 19:25,2025/6/1 0:50,738,Aft_10016,335
Flt_101887,OM8072,BBZB,HZPW,2025/5/31 19:15,2025/5/31 21:25,738,Aft_10049,140
Flt_101888,OM8703,EYWR,YBWQ,2025/5/31 8:10,2025/5/31 13:40,738,Aft_10031,328
Flt_101889,OM8475,EYWR,KKME,2025/5/31 12:50,2025/5/31 15:45,738,Aft_10100,170
Flt_101890,OM8777,KKME,PZYH,2025/5/31 17:15,2025/5/31 19:30,738,Aft_10100,121
Flt_101891,OM891,DOMU,MFGL,2025/5/31 17:45,2025/5/31 23:05,7M8,Aft_10001,315
Flt_101892,OM8440,VGVC,HZPW,2025/5/31 11:15,2025/5/31 13:25,738,Aft_10037,128
Flt_101893,OM842,XHFE,DOMU,2025/5/31 9:00,2025/5/31 11:50,738,Aft_10026,177
Flt_101894,OM8480,XLHA,HZPW,2025/5/31 20:10,2025/5/31 22:55,738,Aft_10036,156
Flt_101895,OM8948,VOXP,AAHN,2025/5/31 16:05,2025/5/31 17:45,7M8,Aft_10090,100
Flt_101896,OM8168,LFOL,OXSQ,2025/5/31 18:40,2025/5/31 21:20,7M8,Aft_10127,154
Flt_101897,OM8847,ZOYW,WWMZ,2025/5/31 10:05,2025/5/31 12:10,737GY,Aft_10110,117
Flt_101898,OM8278,FVJZ,AAHN,2025/5/31 21:25,2025/6/1 0:05,738,Aft_10093,150
Flt_101899,OM8218,FVJZ,DOMU,2025/5/31 13:55,2025/5/31 16:30,738,Aft_10060,156
Flt_101900,OM884,OIQN,HZPW,2025/5/31 20:45,2025/5/31 22:15,738,Aft_10047,86
Flt_101901,OM8137,OETZ,HZPW,2025/5/29 7:30,2025/5/29 9:50,738,Aft_10098,151
Flt_101902,OM8407,DOMU,VGVC,2025/6/1 7:10,2025/6/1 9:40,738,Aft_10002,143
Flt_101903,OM8540,VOXP,DOMU,2025/6/1 12:30,2025/6/1 14:20,738,Aft_10126,106
Flt_101904,OM8602,NBCQ,EYWR,2025/6/1 10:35,2025/6/1 12:40,738,Aft_10056,117
Flt_101905,OM8070,HEJY,OKJK,2025/5/29 14:20,2025/5/29 17:10,738,Aft_10008,141
Flt_101906,OM8820,LLZL,DSQK,2025/6/1 7:30,2025/6/1 9:50,738,Aft_10061,125
Flt_101907,OM8810,DSQK,AAHN,2025/5/29 22:05,2025/5/29 23:45,738,Aft_10093,94
Flt_101908,OM8430,XLHA,HZPW,2025/5/29 12:10,2025/5/29 15:00,73G,Aft_10079,156
Flt_101909,OM8235,HZPW,OXSQ,2025/5/29 18:50,2025/5/29 20:30,738,Aft_10121,105
Flt_101910,OM8314,PNNF,OETZ,2025/5/29 11:55,2025/5/29 15:15,7M8,Aft_10130,179
Flt_101911,OM8092,WKDC,HUYM,2025/6/1 13:20,2025/6/1 15:20,738,Aft_10121,116
Flt_101912,OM8439,HZPW,VGVC,2025/6/1 7:35,2025/6/1 10:05,738,Aft_10047,157
Flt_101913,OM8818,HIUP,OETZ,2025/5/29 16:50,2025/5/29 19:00,738,Aft_10085,116
Flt_101914,OM878,FPCR,HZPW,2025/6/1 19:35,2025/6/1 22:40,738,Aft_10085,171
Flt_101915,OM8550,VOXP,DOMU,2025/5/29 16:10,2025/5/29 17:55,738,Aft_10029,106
Flt_101916,OM823,DOMU,MCVK,2025/6/1 19:35,2025/6/1 23:50,738,Aft_10058,270
Flt_101917,OM8830,MCWT,OKJK,2025/6/1 7:50,2025/6/1 12:10,738,Aft_10064,252
Flt_101918,OM8310,OXSQ,BBZB,2025/6/1 21:30,2025/6/1 23:45,738,Aft_10014,137
Flt_101919,OM8527,HZPW,YAFY,2025/6/1 8:00,2025/6/1 9:35,738,Aft_10036,89
Flt_101920,OM8390,VWIM,KKME,2025/5/29 22:10,2025/5/30 0:30,738,Aft_10023,143
Flt_101921,OM8049,EYWR,WKDC,2025/5/29 8:15,2025/5/29 10:45,738,Aft_10042,157
Flt_101922,OM8687,KKME,MCVK,2025/5/29 8:15,2025/5/29 12:50,738,Aft_10083,273
Flt_101923,OM8224,SFRI,DOMU,2025/5/29 18:00,2025/5/29 20:25,738,Aft_10074,138
Flt_101924,OM8483,NLLA,XLHA,2025/5/29 8:15,2025/5/29 12:05,738,Aft_10035,214
Flt_101925,OM8480,XLHA,HZPW,2025/6/1 20:10,2025/6/1 22:55,7M8,Aft_10123,156
Flt_101926,OM8571,DOMU,OKJK,2025/6/1 8:20,2025/6/1 10:35,738,Aft_10131,142
Flt_101927,OM8119,HZPW,NLLA,2025/6/1 16:00,2025/6/1 19:00,738,Aft_10062,165
Flt_101928,OM8769,DOMU,IEMU,2025/6/1 8:25,2025/6/1 11:40,737GY,Aft_10006,212
Flt_101929,OM8585,HZPW,GLHV,2025/5/29 17:30,2025/5/29 19:00,737GY,Aft_10071,78
Flt_101930,OM8232,FVJZ,OXSQ,2025/5/29 22:05,2025/5/30 0:05,738,Aft_10059,110
Flt_101931,OM8670,VDBQ,KKME,2025/6/1 12:50,2025/6/1 16:30,738,Aft_10100,186
Flt_101932,OM8256,FGIR,EYWR,2025/5/29 19:55,2025/5/29 22:45,7M8,Aft_10120,153
Flt_101933,OM8493,EYWR,YITW,2025/6/1 17:00,2025/6/1 19:50,738,Aft_10075,188
Flt_101934,OM8575,DOMU,AFPF,2025/6/1 6:30,2025/6/1 8:05,738,Aft_10074,87
Flt_101935,OM8135,DOMU,OETZ,2025/5/29 11:30,2025/5/29 14:15,738,Aft_10045,165
Flt_101936,OM8762,VHLB,EYWR,2025/5/29 20:45,2025/5/29 23:30,738,Aft_10020,125
Flt_101937,OM8098,HEJY,VOXP,2025/5/29 8:55,2025/5/29 11:50,738,Aft_10106,173
Flt_101938,OM8284,FGIR,HMXY,2025/5/29 19:10,2025/5/29 21:40,738,Aft_10036,138
Flt_101939,OM8776,HZPW,WKDC,2025/6/1 18:05,2025/6/1 21:30,738,Aft_10095,185
Flt_101940,OM8902,EYWR,AAHN,2025/5/29 9:50,2025/5/29 11:25,7M8,Aft_10011,91
Flt_101941,OM8167,AAHN,OXSQ,2025/5/29 12:20,2025/5/29 14:05,7M8,Aft_10011,102
Flt_101942,OM8837,DOMU,OXSQ,2025/6/1 16:20,2025/6/1 18:05,738,Aft_10098,102
Flt_101943,OM8033,HZPW,OETZ,2025/5/30 7:20,2025/5/30 10:10,738,Aft_10007,161
Flt_101944,OM8516,GLHV,AAHN,2025/5/30 22:15,2025/5/30 23:55,738,Aft_10093,102
Flt_101945,OM8786,ZJCG,KKME,2025/5/30 15:15,2025/5/30 17:10,738,Aft_10087,104
Flt_101946,OM8110,NLLA,HZPW,2025/5/30 9:15,2025/5/30 11:40,738,Aft_10062,161
Flt_101947,OM8856,VHLB,HZPW,2025/5/30 13:00,2025/5/30 15:40,738,Aft_10041,134
Flt_101948,OM8656,SRWN,EYWR,2025/5/30 12:35,2025/5/30 14:50,738,Aft_10073,135
Flt_101949,OM8114,NLLA,AAHN,2025/5/30 13:50,2025/5/30 16:35,738,Aft_10125,162
Flt_101950,OM891,DOMU,MFGL,2025/5/30 17:45,2025/5/30 23:05,7M8,Aft_10107,315
Flt_101951,OM8948,VOXP,AAHN,2025/5/30 16:10,2025/5/30 18:00,7M8,Aft_10127,100
Flt_101952,OM8380,VWIM,OETZ,2025/5/30 12:05,2025/5/30 15:20,7M8,Aft_10089,187
Flt_101953,OM8032,WKDC,DOMU,2025/5/30 13:05,2025/5/30 16:45,738,Aft_10043,222
Flt_101954,OM8307,DOMU,UXVH,2025/5/30 16:15,2025/5/30 18:20,7M8,Aft_10068,136
Flt_101955,OM8552,GLHV,OETZ,2025/5/30 21:50,2025/5/30 23:55,738,Aft_10072,131
Flt_101956,OM8513,AAHN,GLHV,2025/5/30 11:00,2025/5/30 12:35,738,Aft_10002,90
Flt_101957,OM8377,GLHV,VWIM,2025/5/30 13:55,2025/5/30 16:20,7M8,Aft_10050,149
Flt_101958,OM8820,LLZL,DSQK,2025/5/31 7:30,2025/5/31 9:40,738,Aft_10002,125
Flt_101959,OM8306,PNNF,DOMU,2025/5/31 10:10,2025/5/31 11:30,7M8,Aft_10107,75
Flt_101960,OM8862,YITW,AAHN,2025/5/31 11:50,2025/5/31 14:25,738,Aft_10093,148
Flt_101961,OM8436,YITW,HZPW,2025/5/31 11:55,2025/5/31 14:30,7M8,Aft_10082,150
Flt_101962,OM8728,VDBQ,HZPW,2025/5/31 12:50,2025/5/31 16:20,738,Aft_10005,192
Flt_101963,OM8362,VUWJ,DOMU,2025/5/31 11:15,2025/5/31 13:10,738,Aft_10008,101
Flt_101964,OM8571,DOMU,OKJK,2025/5/31 8:20,2025/5/31 10:35,7M8,Aft_10129,142
Flt_101965,OM8143,OETZ,AAHN,2025/5/31 8:20,2025/5/31 11:15,738,Aft_10138,162
Flt_101966,OM8759,HZPW,IEMU,2025/5/31 8:30,2025/5/31 12:05,737GY,Aft_10071,231
Flt_101967,OM8760,IEMU,HZPW,2025/5/31 12:45,2025/5/31 15:55,737GY,Aft_10071,175
Flt_101968,OM8075,DOMU,XINM,2025/5/31 7:10,2025/5/31 8:30,738,Aft_10065,82
Flt_101969,OM8829,OKJK,MCWT,2025/5/31 18:50,2025/5/31 23:45,738,Aft_10064,277
Flt_101970,OM8283,DOMU,HMXY,2025/5/31 13:10,2025/5/31 15:00,738,Aft_10131,108
Flt_101971,OM8283,HMXY,FGIR,2025/5/31 15:45,2025/5/31 18:20,738,Aft_10131,159
Flt_101972,OM8775,HZPW,UXVH,2025/5/31 10:55,2025/5/31 13:30,738,Aft_10097,153
Flt_101973,OM8803,OXSQ,TUJZ,2025/5/31 7:20,2025/5/31 9:25,738,Aft_10036,106
Flt_101974,OM8355,HZPW,PNNF,2025/5/31 10:00,2025/5/31 11:55,737GY,Aft_10006,113
Flt_101975,OM8348,PNNF,HZPW,2025/5/29 18:15,2025/5/29 20:10,7M8,Aft_10086,89
Flt_101976,OM8388,PNNF,DOMU,2025/6/1 18:25,2025/6/1 20:00,738,Aft_10002,75
Flt_101977,OM8277,AAHN,FVJZ,2025/5/29 17:30,2025/5/29 20:20,738,Aft_10002,181
Flt_101978,OM8451,EYWR,XLHA,2025/6/1 13:45,2025/6/1 16:50,738,Aft_10056,202
Flt_101979,OM8069,OKJK,HEJY,2025/5/29 10:50,2025/5/29 13:10,738,Aft_10008,141
Flt_101980,OM897,HZPW,MCVK,2025/5/29 11:10,2025/5/29 16:00,738,Aft_10112,295
Flt_101981,OM8035,VOXP,XCHB,2025/6/1 17:15,2025/6/1 18:50,738,Aft_10052,97
Flt_101982,OM8036,XCHB,VOXP,2025/6/1 19:50,2025/6/1 21:40,738,Aft_10052,107
Flt_101983,OM8429,HZPW,XLHA,2025/5/29 7:50,2025/5/29 10:55,738,Aft_10131,196
Flt_101984,OM8436,YITW,HZPW,2025/6/1 11:55,2025/6/1 14:30,738,Aft_10085,150
Flt_101985,OM8121,HZPW,HIUP,2025/5/29 7:55,2025/5/29 9:45,7M8,Aft_10108,110
Flt_101986,OM8309,OXSQ,UXVH,2025/5/29 14:35,2025/5/29 16:55,738,Aft_10065,131
Flt_101987,OM8229,EYWR,OETZ,2025/5/29 7:50,2025/5/29 10:10,738,Aft_10101,139
Flt_101988,OM8763,DOMU,FGIR,2025/6/1 8:00,2025/6/1 11:35,738,Aft_10122,220
Flt_101989,OM878,FPCR,HZPW,2025/5/29 19:35,2025/5/29 22:40,738,Aft_10016,171
Flt_101990,OM8545,DOMU,GLHV,2025/6/1 19:00,2025/6/1 20:45,738,Aft_10039,92
Flt_101991,OM8318,VWIM,GLHV,2025/5/29 19:25,2025/5/29 21:45,7M8,Aft_10096,123
Flt_101992,OM8760,IEMU,HZPW,2025/5/29 12:45,2025/5/29 15:55,737GY,Aft_10071,175
Flt_101993,OM8456,YITW,HZPW,2025/5/29 21:05,2025/5/29 23:50,738,Aft_10047,150
Flt_101994,OM8327,NLLA,OXSQ,2025/5/29 12:25,2025/5/29 15:00,738,Aft_10102,144
Flt_101995,OM8366,VWIM,OETZ,2025/5/29 20:10,2025/5/29 23:25,738,Aft_10045,187
Flt_101996,OM8829,AAHN,OKJK,2025/5/29 15:30,2025/5/29 17:40,738,Aft_10106,139
Flt_101997,OM8381,EYWR,PNNF,2025/5/29 12:30,2025/5/29 14:50,738,Aft_10091,144
Flt_101998,OM8476,KKME,EYWR,2025/6/1 9:05,2025/6/1 11:25,738,Aft_10029,126
Flt_101999,OM8033,HZPW,OETZ,2025/5/29 7:20,2025/5/29 10:10,738,Aft_10049,161
Flt_102000,OM8620,HQMU,HIUP,2025/6/1 12:30,2025/6/1 14:25,738,Aft_10093,106
Flt_102001,OM8582,GLHV,KKME,2025/5/30 11:40,2025/5/30 14:30,738,Aft_10019,180
Flt_102002,OM8698,NMUI,HZPW,2025/5/30 12:10,2025/5/30 14:45,737GY,Aft_10071,141
Flt_102003,OM8540,VOXP,DOMU,2025/5/30 12:30,2025/5/30 14:20,738,Aft_10025,106
Flt_102004,OM8062,XCHB,EYWR,2025/5/30 21:50,2025/5/30 23:55,738,Aft_10114,130
Flt_102005,OM8558,AFPF,AAHN,2025/5/30 9:30,2025/5/30 11:05,738,Aft_10021,95
Flt_102006,OM880,SJQD,HZPW,2025/5/30 11:25,2025/5/30 13:00,738,Aft_10017,97
Flt_102007,OM8077,HZPW,VOXP,2025/5/30 13:05,2025/5/30 14:30,738,Aft_10103,86
Flt_102008,OM8328,OXSQ,NLLA,2025/5/30 8:50,2025/5/30 11:20,738,Aft_10052,137
Flt_102009,OM8020,YBWQ,AAHN,2025/5/30 14:15,2025/5/30 18:40,738,Aft_10093,261
Flt_102010,OM819,DOMU,FXWC,2025/5/30 17:20,2025/5/30 19:45,738,Aft_10040,145
Flt_102011,OM8294,HIUP,HZPW,2025/5/30 15:05,2025/5/30 16:40,738,Aft_10099,94
Flt_102012,OM8059,AAHN,EYWR,2025/5/30 11:10,2025/5/30 12:40,738,Aft_10053,87
Flt_102013,OM8135,DOMU,OETZ,2025/5/30 11:30,2025/5/30 14:15,738,Aft_10138,165
Flt_102014,OM8258,OXSQ,EYWR,2025/5/30 17:15,2025/5/30 18:55,738,Aft_10012,91
Flt_102015,OM8601,EYWR,NBCQ,2025/5/30 7:25,2025/5/30 9:40,738,Aft_10056,144
Flt_102016,OM8451,EYWR,XLHA,2025/5/30 13:45,2025/5/30 16:50,738,Aft_10056,202
Flt_102017,OM8379,OETZ,VWIM,2025/5/30 7:25,2025/5/30 10:45,7M8,Aft_10089,200
Flt_102018,OM8122,LFOL,HIUP,2025/5/30 14:05,2025/5/30 16:25,738,Aft_10081,125
Flt_102019,OM8767,HZPW,NBCQ,2025/5/30 13:30,2025/5/30 15:10,738,Aft_10067,107
Flt_102020,OM8809,AAHN,DSQK,2025/5/30 13:35,2025/5/30 15:15,738,Aft_10024,99
Flt_102021,OM8364,XLOC,AAHN,2025/5/30 10:10,2025/5/30 12:10,7M8,Aft_10123,104
Flt_102022,OM8273,HIUP,WJBA,2025/5/31 14:50,2025/5/31 17:20,738,Aft_10116,155
Flt_102023,OM8109,HZPW,NLLA,2025/5/31 20:00,2025/5/31 22:55,738,Aft_10099,165
Flt_102024,OM8189,HZPW,VOXP,2025/5/31 7:40,2025/5/31 9:30,738,Aft_10010,86
Flt_102025,OM8154,MPYS,DOMU,2025/5/31 20:15,2025/5/31 23:05,7M8,Aft_10082,155
Flt_102026,OM8433,DOMU,KKME,2025/5/31 21:30,2025/6/1 0:10,738,Aft_10029,172
Flt_102027,OM8057,HZPW,OKJK,2025/5/31 8:05,2025/5/31 10:50,738,Aft_10032,140
Flt_102028,OM887,DOMU,SJQD,2025/5/31 8:20,2025/5/31 10:10,738,Aft_10040,91
Flt_102029,OM8318,VWIM,GLHV,2025/5/31 19:25,2025/5/31 21:45,7M8,Aft_10096,123
Flt_102030,OM8183,OETZ,ZJCG,2025/5/31 15:00,2025/5/31 16:40,738,Aft_10072,102
Flt_102031,OM8591,DOMU,EYWR,2025/5/31 8:50,2025/5/31 10:25,738,Aft_10100,92
Flt_102032,OM8836,IAYH,AAHN,2025/5/31 20:25,2025/5/31 22:30,738,Aft_10018,115
Flt_102033,OM8038,HEJY,EYWR,2025/5/31 19:00,2025/5/31 22:30,738,Aft_10109,195
Flt_102034,OM8804,TUJZ,OXSQ,2025/5/31 10:10,2025/5/31 12:15,738,Aft_10036,120
Flt_102035,OM8322,UXVH,EYWR,2025/5/31 11:05,2025/5/31 13:50,738,Aft_10057,160
Flt_102037,OM8167,AAHN,OXSQ,2025/5/31 12:20,2025/5/31 14:05,7M8,Aft_10127,102
Flt_102038,OM8468,VGVC,EYWR,2025/5/31 19:55,2025/5/31 22:30,738,Aft_10132,127
Flt_102039,OM8217,DOMU,FVJZ,2025/5/31 10:00,2025/5/31 12:50,738,Aft_10060,187
Flt_102040,OM8803,OXSQ,TUJZ,2025/6/1 7:15,2025/6/1 9:25,738,Aft_10124,106
Flt_102041,OM8077,VOXP,WKDC,2025/6/1 15:35,2025/6/1 17:50,738,Aft_10003,136
Flt_102042,OM8088,WKDC,EYWR,2025/6/1 7:25,2025/6/1 10:00,738,Aft_10060,160
Flt_102043,OM8306,PNNF,DOMU,2025/5/29 10:10,2025/5/29 11:30,737GY,Aft_10006,75
Flt_102044,OM8566,DYUE,NLLA,2025/5/29 19:40,2025/5/29 22:05,738,Aft_10062,146
Flt_102045,OM8313,OETZ,PNNF,2025/5/29 7:40,2025/5/29 10:50,7M8,Aft_10130,204
Flt_102046,OM8091,HUYM,WKDC,2025/6/1 10:20,2025/6/1 12:20,738,Aft_10121,110
Flt_102047,OM8423,DOMU,KKME,2025/6/1 14:15,2025/6/1 16:50,73G,Aft_10079,172
Flt_102048,OM8568,GLHV,DOMU,2025/5/29 14:10,2025/5/29 16:05,738,Aft_10118,113
Flt_102049,OM8472,KKME,EYWR,2025/5/29 11:20,2025/5/29 13:50,738,Aft_10075,126
Flt_102050,OM885,DOMU,YBWQ,2025/5/29 18:00,2025/5/29 22:15,738,Aft_10080,265
Flt_102051,OM868,NYOP,DOMU,2025/5/29 14:35,2025/5/29 20:05,7M8,Aft_10089,315
Flt_102052,OM8703,EYWR,YBWQ,2025/5/29 8:10,2025/5/29 13:40,738,Aft_10137,328
Flt_102053,OM8704,YBWQ,EYWR,2025/5/29 14:50,2025/5/29 20:25,738,Aft_10137,311
Flt_102054,OM8189,VOXP,ZJCG,2025/6/1 10:40,2025/6/1 12:35,738,Aft_10094,105
Flt_102055,OM8567,DOMU,GLHV,2025/5/29 11:00,2025/5/29 12:50,7M8,Aft_10068,92
Flt_102056,OM8577,AAHN,GLHV,2025/6/1 8:10,2025/6/1 9:50,738,Aft_10018,90
Flt_102057,OM891,DOMU,MFGL,2025/5/29 17:45,2025/5/29 23:05,7M8,Aft_10001,315
Flt_102058,OM8089,HUYM,XCHB,2025/5/29 19:35,2025/5/29 20:50,738,Aft_10095,77
Flt_102059,OM8258,WJBA,OXSQ,2025/5/29 13:10,2025/5/29 15:50,738,Aft_10070,141
Flt_102060,OM8346,VWIM,EYWR,2025/6/1 14:20,2025/6/1 16:40,738,Aft_10020,114
Flt_102061,OM8261,AAHN,SFRI,2025/5/29 13:00,2025/5/29 15:20,7M8,Aft_10127,137
Flt_102062,OM8261,SFRI,LLZL,2025/5/29 16:20,2025/5/29 18:15,7M8,Aft_10127,119
Flt_102063,OM8239,OETZ,FVJZ,2025/6/1 11:45,2025/6/1 14:00,738,Aft_10070,135
Flt_102064,OM8586,GLHV,HZPW,2025/6/1 20:10,2025/6/1 22:00,738,Aft_10005,90
Flt_102065,OM8421,DOMU,YITW,2025/5/29 10:45,2025/5/29 14:00,738,Aft_10034,180
Flt_102066,OM8098,HEJY,VOXP,2025/6/1 8:55,2025/6/1 11:50,738,Aft_10104,173
Flt_102067,OM8532,YAFY,LLZL,2025/5/29 10:55,2025/5/29 13:55,738,Aft_10061,195
Flt_102068,OM820,FXWC,DOMU,2025/5/29 21:00,2025/5/29 23:30,738,Aft_10038,141
Flt_102069,OM8543,AAHN,AFPF,2025/6/1 7:05,2025/6/1 8:35,738,Aft_10043,89
Flt_102070,OM8865,KKME,WJBA,2025/5/30 15:25,2025/5/30 17:25,738,Aft_10021,114
Flt_102071,OM8966,VWIM,HZPW,2025/5/30 22:25,2025/5/30 23:55,738,Aft_10032,83
Flt_102072,OM8607,OXSQ,VHLB,2025/5/30 12:00,2025/5/30 13:45,738,Aft_10126,98
Flt_102073,OM8724,HEXD,EYWR,2025/5/30 13:00,2025/5/30 15:40,738,Aft_10070,180
Flt_102074,OM8485,HZPW,KKME,2025/5/30 9:40,2025/5/30 12:40,7M8,Aft_10108,168
Flt_102075,OM8481,OETZ,VGVC,2025/5/30 16:20,2025/5/30 19:35,7M8,Aft_10089,200
Flt_102076,OM8236,OXSQ,HZPW,2025/5/30 11:00,2025/5/30 12:35,738,Aft_10121,84
Flt_102077,OM8073,NTCO,XAQO,2025/5/30 15:50,2025/5/30 18:20,738,Aft_10121,143
Flt_102078,OM8235,HZPW,OXSQ,2025/5/30 18:50,2025/5/30 20:30,738,Aft_10067,105
Flt_102079,OM8750,RHHB,HZPW,2025/5/30 22:10,2025/5/31 0:05,738,Aft_10115,101
Flt_102080,OM8229,OETZ,MCWT,2025/5/30 11:10,2025/5/30 15:55,738,Aft_10055,267
Flt_102081,OM8417,DOMU,VGVC,2025/5/30 12:30,2025/5/30 14:55,738,Aft_10137,143
Flt_102082,OM8347,HZPW,PNNF,2025/5/30 15:00,2025/5/30 17:00,738,Aft_10084,113
